h_l,u_l,h_r,u_r,flux_h,flux_hu
2.3978853038322283,1.6264584237808672,1.8340278938420054,0.7012184276239462,4.126459742637811,33.81312157121933
0.7476792005017592,-4.622993638690614,0.6675779281156542,4.43583158025003,0.0007657449916834893,0.0009744713496839838
1.4386552804129824,-0.5395341959365989,1.9922807231562605,-3.188673191556342,-5.836924278120301,40.59537194114257
1.2728230605120683,0.525373298310911,1.0716377713345202,-4.151755628276505,-3.1058548002975463,25.884066794716
0.9614820556243246,-1.417053309113237,1.9709194112694073,-1.4728386800386037,-3.970715925217782,21.034670668968815
0.7175708118568844,0.7900752577446304,2.912608155373306,-4.2352983878078625,-12.541947103869203,93.65409158901107
2.373753291623286,-5.899859972386227,0.18096567957717802,5.996194075382543,0.19873161944639284,0.37226817744435353
1.6467587584187093,2.821914654432291,2.1097087633835736,-5.3724663703204225,-7.511695009445017,90.6533335933412
2.8296196520641868,-0.3864839982515238,2.4278807081093796,0.15674966257942957,0.6793818167237619,30.473851614249867
2.756992467133416,2.3542032125528056,2.4323300877828533,-0.5615664441671591,4.1310524993354205,61.32746173069154
2.259681084308194,3.193186799799559,2.466307462723072,1.4311601389726367,5.905906407936831,51.16320174263694
1.102849895274105,4.336133834885122,1.8377108678739609,1.2932674773058337,3.7528171484037474,27.791567334570843
0.4990068674193595,-5.060880170620997,1.0318588053917837,-3.331997348226765,-3.4381508033098607,16.673099071328515
2.004639734001986,-4.359883255260179,1.6871215188373554,3.089497312952998,-0.15641346076815169,1.698170871105108
1.9886164124781514,0.495736763625763,2.5811989333900796,-0.3582112735758327,-1.362883435096354,30.992327598008572
0.9075362814104223,3.073028798337605,1.432969208255754,-0.4066754863230102,0.9309037928205228,16.450964783813788
0.8969540583307722,3.385905493937128,1.5759646528118143,-0.7943788233949909,0.48708044890964575,20.03494148615868
1.2398367650794184,-3.0952644319320974,2.3389483473128276,5.359153423411444,-0.0709886561672651,0.8667604618673194
0.015122390627894444,-2.424328235013727,2.411651716242801,3.0023849588458016,-1.1471954111945535,3.8549299069160154
1.943167094976625,-2.3584770094400467,1.1160960472902173,1.1833964324179458,0.41655347149699484,4.059664933046999
0.2341927689086022,0.6383791501387661,0.9485763544899039,1.7013104113546929,-0.1560427375842022,0.8899345363089506
0.2998939595677942,-5.443214656928102,0.7240294851143373,3.603266578603325,-0.01937211464425456,0.016700750642910097
2.3950962956082043,2.336323213818019,0.10591690021590905,2.7748519105575786,6.572978841303436,39.52297217831123
2.8733055940961947,-4.652062898212263,1.0460574368266808,-3.725045113272305,-3.4012902585767386,20.286751670485902
0.5981875297054458,-3.757738752787821,2.4933688530646614,-4.131145030540515,-10.409312899683234,72.95628348807092
0.03497247521365032,3.449916235549388,1.872537034403845,-0.727861314067024,-3.0354312585420606,14.107838750400404
2.5659007506034723,0.13615749520403275,2.292383912351754,-4.115015386860572,-6.094976498269071,73.21415449992757
